CityName,VehicleTypeId,Description,Year,Month,Count,Amount
Surat,2,MOTOR CYCLE                                  ,2005,2,28,13962.64
Surat,3,AUTO RICKSHAW,2005,2,6,2629
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,2,16,19777
Surat,1,MOPED/SCOOTER                                ,2005,3,136,58809
Surat,2,MOTOR CYCLE                                  ,2005,3,122,64198
Surat,3,AUTO RICKSHAW,2005,3,10,7438
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,3,61,80711
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2005,3,2,4090
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2005,3,1,3127
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2005,3,1,2407
Surat,21,TEMPO,2005,3,1,457
Surat,1,MOPED/SCOOTER                                ,2005,4,95,40610
Surat,2,MOTOR CYCLE                                  ,2005,4,80,44877
Surat,3,AUTO RICKSHAW,2005,4,6,4518
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,4,57,72076
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2005,4,4,5698
Surat,1,MOPED/SCOOTER                                ,2005,5,264,98457
Surat,2,MOTOR CYCLE                                  ,2005,5,260,141874
Surat,3,AUTO RICKSHAW,2005,5,3,2247
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,5,21,25913
Surat,1,MOPED/SCOOTER                                ,2005,6,211,78017
Surat,2,MOTOR CYCLE                                  ,2005,6,151,82172
Surat,3,AUTO RICKSHAW,2005,6,2,276
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,6,68,94789
Surat,1,MOPED/SCOOTER                                ,2005,7,47,16985
Surat,2,MOTOR CYCLE                                  ,2005,7,43,23863
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,7,38,52687
Surat,1,MOPED/SCOOTER                                ,2005,8,98,39025
Surat,2,MOTOR CYCLE                                  ,2005,8,62,35069
Surat,3,AUTO RICKSHAW,2005,8,1,739
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,8,48,64570
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2005,8,2,7014
Surat,1,MOPED/SCOOTER                                ,2005,9,30,12054
Surat,2,MOTOR CYCLE                                  ,2005,9,18,9768
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,9,7,9794
Surat,1,MOPED/SCOOTER                                ,2005,10,18,7032
Surat,2,MOTOR CYCLE                                  ,2005,10,27,15435
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,10,198,269120
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2005,10,2,5414
Surat,1,MOPED/SCOOTER                                ,2005,11,17,7085
Surat,2,MOTOR CYCLE                                  ,2005,11,13,7363
Surat,3,AUTO RICKSHAW,2005,11,2,1454
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,11,674,914707
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2005,11,1,2707
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2005,11,1,3367
Surat,21,TEMPO,2005,11,1,331
Surat,1,MOPED/SCOOTER                                ,2005,12,4,1468
Surat,2,MOTOR CYCLE                                  ,2005,12,7,4036
Surat,3,AUTO RICKSHAW,2005,12,2,1454
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,12,676,916597
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2005,12,2,5414
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2005,12,1,3307
Surat,18,CRANE,2005,12,1,6007
Surat,21,TEMPO,2005,12,1,43
Surat,1,MOPED/SCOOTER                                ,2006,1,3,1101
Surat,2,MOTOR CYCLE                                  ,2006,1,10,5524
Surat,3,AUTO RICKSHAW,2006,1,1,727
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,1,198,267515
Surat,1,MOPED/SCOOTER                                ,2006,2,2,776
Surat,2,MOTOR CYCLE                                  ,2006,2,2,1172
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,2,49,66657
Surat,1,MOPED/SCOOTER                                ,2006,3,5,1943
Surat,2,MOTOR CYCLE                                  ,2006,3,8,4166
Surat,3,AUTO RICKSHAW,2006,3,1,727
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,3,39,52790
Surat,2,MOTOR CYCLE                                  ,2006,4,3,1704
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,4,10,13645
Surat,1,MOPED/SCOOTER                                ,2006,5,1,379
Surat,2,MOTOR CYCLE                                  ,2006,5,8,4523
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,5,9,12261
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2006,5,7,24784
Surat,1,MOPED/SCOOTER                                ,2006,6,1,367
Surat,2,MOTOR CYCLE                                  ,2006,6,2,1094
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,6,4,5428
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2006,6,1,3382
Surat,21,TEMPO,2006,6,1,727
Surat,1,MOPED/SCOOTER                                ,2006,7,1,367
Surat,2,MOTOR CYCLE                                  ,2006,7,3,1710
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,7,2,2714
Surat,1,MOPED/SCOOTER                                ,2006,8,1,203
Surat,2,MOTOR CYCLE                                  ,2006,8,5,2792
Surat,3,AUTO RICKSHAW,2006,8,1,757
Surat,2,MOTOR CYCLE                                  ,2006,9,9,5118
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,9,2,2233
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2006,9,1,5002
Surat,2,MOTOR CYCLE                                  ,2006,10,4,2170
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,10,2,2726
Surat,1,MOPED/SCOOTER                                ,2006,11,2,776
Surat,2,MOTOR CYCLE                                  ,2006,11,6,2883
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,11,2,2714
Surat,1,MOPED/SCOOTER                                ,2006,12,1,367
Surat,2,MOTOR CYCLE                                  ,2006,12,4,2293
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2006,12,48,66417
Surat,1,MOPED/SCOOTER                                ,2007,1,1,313
Surat,2,MOTOR CYCLE                                  ,2007,1,7,3466
Surat,3,AUTO RICKSHAW,2007,1,4,3148
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,1,288,399024
Surat,21,TEMPO,2007,1,1,727
Surat,2,MOTOR CYCLE                                  ,2007,2,3,1704
Surat,3,AUTO RICKSHAW,2007,2,3,2205
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,2,52,72695
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2007,2,6,14900
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2007,2,2,10169
Surat,21,TEMPO,2007,2,5,3060
Surat,2,MOTOR CYCLE                                  ,2007,3,5,2849
Surat,3,AUTO RICKSHAW,2007,3,1,727
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,3,49,68469
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2007,3,1,2707
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2007,3,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2007,3,2,10169
Surat,21,TEMPO,2007,3,11,8069
Surat,1,MOPED/SCOOTER                                ,2007,4,1,415
Surat,2,MOTOR CYCLE                                  ,2007,4,4,2305
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,4,5,7017
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2007,4,1,2707
Surat,21,TEMPO,2007,4,3,2181
Surat,2,MOTOR CYCLE                                  ,2007,5,4,2212
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,5,7,9294
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2007,5,1,12
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2007,5,1,5107
Surat,21,TEMPO,2007,5,2,1454
Surat,2,MOTOR CYCLE                                  ,2007,6,3,1641
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,6,2,2822
Surat,2,MOTOR CYCLE                                  ,2007,7,1,574
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,7,1,1357
Surat,14,TRAILER 4 TO 8 TON,2007,7,6,19502
Surat,1,MOPED/SCOOTER                                ,2007,8,1,367
Surat,2,MOTOR CYCLE                                  ,2007,8,2,1127
Surat,1,MOPED/SCOOTER                                ,2007,9,1,373
Surat,2,MOTOR CYCLE                                  ,2007,9,2,1142
Surat,1,MOPED/SCOOTER                                ,2007,10,1,43
Surat,2,MOTOR CYCLE                                  ,2007,10,2,1094
Surat,3,AUTO RICKSHAW,2007,10,2,1466
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,10,17,23150
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2007,10,1,2302
Surat,21,TEMPO,2007,10,1,727
Surat,1,MOPED/SCOOTER                                ,2007,11,1,367
Surat,2,MOTOR CYCLE                                  ,2007,11,5,2735
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,11,313,424900
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2007,11,15,37898
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2007,11,30,153210
Surat,19,LOADER                                       ,2007,11,2,8014
Surat,21,TEMPO,2007,11,10,7270
Surat,1,MOPED/SCOOTER                                ,2007,12,447,164049
Surat,2,MOTOR CYCLE                                  ,2007,12,208,114586
Surat,3,AUTO RICKSHAW,2007,12,15,10905
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2007,12,629,853553
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2007,12,4,9478
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2007,12,1,3607
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2007,12,21,56847
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2007,12,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2007,12,5,25535
Surat,19,LOADER                                       ,2007,12,1,4007
Surat,21,TEMPO,2007,12,25,18175
Surat,1,MOPED/SCOOTER                                ,2008,1,1291,473797
Surat,2,MOTOR CYCLE                                  ,2008,1,2031,1111002
Surat,3,AUTO RICKSHAW,2008,1,19,13813
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,1,905,1228085
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,1,3,6906
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,1,4,9478
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,1,56,151592
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,1,7,23149
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,1,8,40856
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,1,1,6757
Surat,17,EXCAVATOR,2008,1,6,48042
Surat,20,WHEEL DOZER                                  ,2008,1,2,10014
Surat,21,TEMPO,2008,1,84,61068
Surat,1,MOPED/SCOOTER                                ,2008,2,1066,391288
Surat,2,MOTOR CYCLE                                  ,2008,2,3243,1772728
Surat,3,AUTO RICKSHAW,2008,2,22,15994
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,2,835,1133095
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,2,3,5961
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,2,8,21656
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2008,2,2,7214
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,2,65,175955
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,2,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,2,1,5107
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,2,1,6757
Surat,17,EXCAVATOR,2008,2,7,56049
Surat,18,CRANE,2008,2,1,6007
Surat,21,TEMPO,2008,2,130,94510
Surat,1,MOPED/SCOOTER                                ,2008,3,2283,837861
Surat,2,MOTOR CYCLE                                  ,2008,3,6889,3768283
Surat,3,AUTO RICKSHAW,2008,3,35,25445
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,3,1110,1507644
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,3,4,6906
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,3,4,10828
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,3,52,140764
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,3,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,3,5,25535
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,3,1,6757
Surat,12,TRAILER UPTO 2 TON,2008,3,2,5414
Surat,18,CRANE,2008,3,1,6007
Surat,19,LOADER                                       ,2008,3,2,8014
Surat,21,TEMPO,2008,3,137,99599
Surat,1,MOPED/SCOOTER                                ,2008,4,1174,430858
Surat,2,MOTOR CYCLE                                  ,2008,4,2974,1626598
Surat,3,AUTO RICKSHAW,2008,4,49,35623
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,4,908,1232156
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,4,2,4604
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,4,1,2707
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,4,58,157006
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,4,3,9921
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,4,1,5107
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,4,3,20271
Surat,17,EXCAVATOR,2008,4,1,8007
Surat,18,CRANE,2008,4,1,6007
Surat,21,TEMPO,2008,4,124,90148
Surat,1,MOPED/SCOOTER                                ,2008,5,907,332869
Surat,2,MOTOR CYCLE                                  ,2008,5,3764,2058914
Surat,3,AUTO RICKSHAW,2008,5,13,9451
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,5,751,1019107
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,5,1,2302
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,5,5,13535
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,5,42,113694
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,5,2,10214
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,5,1,6757
Surat,12,TRAILER UPTO 2 TON,2008,5,2,5414
Surat,19,LOADER                                       ,2008,5,3,12021
Surat,21,TEMPO,2008,5,60,43620
Surat,1,MOPED/SCOOTER                                ,2008,6,1513,555271
Surat,2,MOTOR CYCLE                                  ,2008,6,3021,1652514
Surat,3,AUTO RICKSHAW,2008,6,7,5089
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,6,605,820985
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,6,3,6906
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,6,3,8121
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2008,6,5,18035
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,6,40,108280
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,6,3,9921
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,6,4,20428
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,6,1,6757
Surat,12,TRAILER UPTO 2 TON,2008,6,3,8121
Surat,18,CRANE,2008,6,2,12014
Surat,19,LOADER                                       ,2008,6,1,4007
Surat,21,TEMPO,2008,6,85,61795
Surat,1,MOPED/SCOOTER                                ,2008,7,1333,489229
Surat,2,MOTOR CYCLE                                  ,2008,7,2009,1098196
Surat,3,AUTO RICKSHAW,2008,7,231,167937
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,7,792,1072770
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,7,1,2302
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,7,1,2707
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2008,7,1,3607
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,7,54,146178
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,7,1,3157
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,7,4,20428
Surat,12,TRAILER UPTO 2 TON,2008,7,1,2707
Surat,18,CRANE,2008,7,1,6007
Surat,19,LOADER                                       ,2008,7,2,8014
Surat,21,TEMPO,2008,7,72,52344
Surat,1,MOPED/SCOOTER                                ,2008,8,1498,549766
Surat,2,MOTOR CYCLE                                  ,2008,8,2862,1565514
Surat,3,AUTO RICKSHAW,2008,8,379,275533
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,8,787,1067761
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,8,4,9208
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,8,2,5414
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2008,8,1,3607
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,8,49,132643
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,8,2,6614
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,8,1,5107
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,8,2,13514
Surat,18,CRANE,2008,8,1,6007
Surat,21,TEMPO,2008,8,90,65430
Surat,1,MOPED/SCOOTER                                ,2008,9,1370,502790
Surat,2,MOTOR CYCLE                                  ,2008,9,2788,1525063
Surat,3,AUTO RICKSHAW,2008,9,382,277714
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,9,806,1093778
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,9,1,2302
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,9,2,5414
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2008,9,2,7214
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,9,51,138057
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,9,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,9,10,51070
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,9,3,20271
Surat,18,CRANE,2008,9,1,6007
Surat,19,LOADER                                       ,2008,9,2,8014
Surat,21,TEMPO,2008,9,100,72700
Surat,1,MOPED/SCOOTER                                ,2008,10,1310,480770
Surat,2,MOTOR CYCLE                                  ,2008,10,2901,1586943
Surat,3,AUTO RICKSHAW,2008,10,352,255904
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,10,1168,1584976
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,10,2,4604
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,10,3,8121
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,10,71,192197
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,10,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,10,3,15321
Surat,17,EXCAVATOR,2008,10,1,8007
Surat,21,TEMPO,2008,10,91,66157
Surat,1,MOPED/SCOOTER                                ,2008,11,1975,724825
Surat,2,MOTOR CYCLE                                  ,2008,11,4700,2570912
Surat,3,AUTO RICKSHAW,2008,11,231,167937
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,11,1019,1382783
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,11,3,6906
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,11,2,4064
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,11,40,108280
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,11,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,11,4,20428
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2008,11,2,13514
Surat,12,TRAILER UPTO 2 TON,2008,11,1,2707
Surat,18,CRANE,2008,11,3,18021
Surat,21,TEMPO,2008,11,115,83605
Surat,1,MOPED/SCOOTER                                ,2008,12,1486,545362
Surat,2,MOTOR CYCLE                                  ,2008,12,3635,1988372
Surat,3,AUTO RICKSHAW,2008,12,193,140311
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2008,12,588,797916
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2008,12,2,4604
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2008,12,1,2302
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2008,12,34,92038
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2008,12,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2008,12,3,15321
Surat,12,TRAILER UPTO 2 TON,2008,12,1,2707
Surat,18,CRANE,2008,12,2,12014
Surat,21,TEMPO,2008,12,65,47255
Surat,1,MOPED/SCOOTER                                ,2009,1,911,334337
Surat,2,MOTOR CYCLE                                  ,2009,1,2454,1342338
Surat,3,AUTO RICKSHAW,2009,1,296,215192
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2009,1,770,1044890
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2009,1,7,16114
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2009,1,6,12590
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2009,1,37,100159
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2009,1,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2009,1,3,15321
Surat,12,TRAILER UPTO 2 TON,2009,1,1,2707
Surat,17,EXCAVATOR,2009,1,1,8007
Surat,18,CRANE,2009,1,1,6007
Surat,21,TEMPO,2009,1,64,46528
Surat,1,MOPED/SCOOTER                                ,2009,2,984,361128
Surat,2,MOTOR CYCLE                                  ,2009,2,1926,1053522
Surat,3,AUTO RICKSHAW,2009,2,329,239183
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2009,2,695,943115
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2009,2,5,11510
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2009,2,65,175955
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2009,2,1,3307
Surat,12,TRAILER UPTO 2 TON,2009,2,3,8121
Surat,18,CRANE,2009,2,1,6007
Surat,21,TEMPO,2009,2,105,76335
Surat,1,MOPED/SCOOTER                                ,2009,3,994,364798
Surat,2,MOTOR CYCLE                                  ,2009,3,2159,1180973
Surat,3,AUTO RICKSHAW,2009,3,283,205741
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2009,3,909,1233513
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2009,3,1,2302
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2009,3,4,10828
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2009,3,3,10821
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2009,3,100,270700
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2009,3,4,13228
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2009,3,3,15321
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2009,3,9,60813
Surat,12,TRAILER UPTO 2 TON,2009,3,2,5414
Surat,17,EXCAVATOR,2009,3,2,16014
Surat,18,CRANE,2009,3,1,6007
Surat,21,TEMPO,2009,3,103,74881
Surat,1,MOPED/SCOOTER                                ,2009,4,839,307913
Surat,2,MOTOR CYCLE                                  ,2009,4,2163,1183161
Surat,3,AUTO RICKSHAW,2009,4,235,170845
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2009,4,687,932259
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2009,4,2,4604
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2009,4,4,14428
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2009,4,47,127229
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2009,4,3,9921
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2009,4,2,10214
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2009,4,1,6757
Surat,12,TRAILER UPTO 2 TON,2009,4,2,5414
Surat,21,TEMPO,2009,4,118,85786
Surat,1,MOPED/SCOOTER                                ,2009,5,998,366266
Surat,2,MOTOR CYCLE                                  ,2009,5,2391,1307877
Surat,3,AUTO RICKSHAW,2009,5,173,125771
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2009,5,859,1165663
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2009,5,1,2707
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2009,5,1,3607
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2009,5,66,178662
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2009,5,7,23149
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2009,5,9,45963
Surat,18,CRANE,2009,5,1,6007
Surat,21,TEMPO,2009,5,115,83605
Surat,1,MOPED/SCOOTER                                ,2009,6,1278,469026
Surat,2,MOTOR CYCLE                                  ,2009,6,2408,1317176
Surat,3,AUTO RICKSHAW,2009,6,304,221008
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2009,6,990,1343430
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2009,6,3,4604
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2009,6,4,9478
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2009,6,10,36070
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2009,6,59,158363
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2009,6,9,29763
